"","id","my_text_data","name","Location","Date","Sentiment"
"1927",1927,"Y'all can have all the toilet paper. All I'm saying is the boxed wine better still be at the grocery store after work today.





#Covid_19 #coronavirus #coronapocalypse #selfisolating #wine #groceries #necessary",46879,"UK","13/03/2020","Positive"
"1928",1928,"While I don't like all of Amazon's choices, today I learned that when toilet paper companies attempted to raise prices, Amazon canceled their distribution. #Covid_19",46880,"UK","13/03/2020","Positive"
"1929",1929,"fuck coronavirus





who has a bill coming up that theyre not sure theyre gonna be able to pay





send me your bill and your venmo",46881,"UK","13/03/2020","Extremely Negative"
"1930",1930,"You know what's super great? 





When you're trying to food prep &amp; stock up on food/household goods BECAUSE YOU HAVE A BABY COMING IN A FEW WEEKS, but everything is sold out (diapers included) due to all the paranoid fearful people out there. 





Nice job, people. #Covid_19",46882,"UK","13/03/2020","Positive"
"1931",1931,"#Covid_19 


If anyones planing on buying food for stock piles, don't forget about your pets!!! They need to eat too!",46883,"UK","13/03/2020","Negative"
"1932",1932,"In non-COVID-19 news: This week's Starting Up features @grocerkey, a company that develops software you might have used for buying groceries online. https://t.co/D8XfSCcju2 via @WiStateJournal",46884,"UK","13/03/2020","Neutral"
"1933",1933,"When was the last time before this week you all went to the Supermarket?  2017?  #Covid_19",46885,"UK","13/03/2020","Neutral"
"1934",1934,"In NO-Surprise News: Americans Stock Up On Food as COVID-19 Concerns Rise [Sales by Non-Perishable Product Category] via @StatistaCharts https://t.co/a75oOWRxXX",46886,"UK","13/03/2020","Negative"
"1935",1935,"For More details -  https://t.co/1cz6zgOSw6





#onlineshopping #Shipping #shippingfromindia #coronavirus #internationalshipping https://t.co/ef7zp5hMt5",46887,"UK","13/03/2020","Neutral"
"1936",1936,"Out shopping with my elderly folks at local supermarket this morning 





Fascinating observing behaviours





Panic buying in place. Not helpful for the vulnerable.





No toilet roll, no soap and no pasta left and its only 11am!





#coronavirus #Covid_19 https://t.co/694VHK5YAz",46888,"UK","13/03/2020","Extremely Negative"
"1937",1937,"The way #Sensex is falling in last few days, speculative investment will happen and people will buy more and more gold, which will further increase our current account deficit. Tough days for our economy going ahead when it was already not doing good.",46889,"UK","13/03/2020","Negative"
"1938",1938,"The potato section in the Belgian supermarket @DelhaizeBelgium. It seems that next to toilet papers and pasta, potatos are of high demand. Let me fool myself for a moment, let's hope that this is for the reason of high interest in Belgian fries.


#Covid_19 #coronavirus #Belgium https://t.co/UYFluAhewK",46890,"UK","13/03/2020","Positive"
"1939",1939,"Contrast in measures: today in Beijing, I went to the supermarket, and besides having my temperature checked at least 4 times in the same mall, I had to scan a QR code and input my name + phone number. #Covid_19",46891,"UK","13/03/2020","Positive"
"1940",1940,"@NewsDataDaily this is the situation at the moment in #Milan people queuing outside the supermarket to shop 1m away from each other. #lockdown #Covid_19 ?? https://t.co/IFWqdOf4S6",46892,"UK","13/03/2020","Neutral"
"1941",1941,"Supermarket rationing! #Covid_19 https://t.co/fq0zJdl8iJ",46893,"UK","13/03/2020","Neutral"
"1942",1942,"Compliance is a key issue for successfully beating #Covid_19. For example, no one in Italy can be unaware of what's happening. Yet I just heard from a friend, out at a supermarket in Rome - a mother was shopping with her sick child who was coughing and sneezing over everyone.",46894,"UK","13/03/2020","Negative"
"1943",1943,"Steve from Billericay asks great question if you get #Covid_19 by touching fruit and veg in the supermarket if its been handled. 





@BBCEssex virologist expert says the risk is low but you could use a paper bag as an intermediary to pick them up #Coronavirus",46895,"UK","13/03/2020","Positive"
"1944",1944,"Online shopping critical for many. But not easy for all and not for all services beyond groceries. If you have #Covid_19 high risk family in the Durham area and need items leaving on a porch, whatever they may be, let me know and we can make it happen. Support each other. 1/2",46896,"UK","13/03/2020","Negative"
"1945",1945,"Oh, theres so little left. Creamed Eels? Corn Nog? Wadded Beef? https://t.co/OZY1y6KUKm",46897,"UK","13/03/2020","Neutral"
"1946",1946,"I need to start editing so i can chill inside while the #Covid_19 is going on so I dont get sick since I work in one of the epicenters of Californias #CoronavirusPandemic . Working in a grocery store rn is just wow.",46898,"UK","13/03/2020","Extremely Positive"
"1947",1947,"Survival tip #100029 for #Covid_19 : Ration the food and consumables you already have..dont be an absolute bumder and raid every shops nook and cranny so no one else can have stuff. Panic buying virgins.",46899,"UK","13/03/2020","Extremely Negative"
"1948",1948,"My husband's newest activity? Wait in line at the grocery store. Not to pay, but to get in. Only 1-2 allowed to enter at a time. #Covid_19 #CoronaVirusitaly",46900,"UK","13/03/2020","Neutral"
"1949",1949,"@RealJamesWoods @DastardlyJabby Im not panicking. I bought my masks, gloves, food, and toilet rolls a month ago. They had loads in stock back then. Im not panicking because I DID NOT listen to government advice. I did my own research, read medical jou",46901,"UK","13/03/2020","Positive"
"1950",1950,"The parade of pharma, and other consumer issues is about the MARKET. Plain and simple. This sociopath does not care about us. #coronapocalypse #Covid_19",46902,"UK","13/03/2020","Negative"
"1951",1951,"Maybe if the media stopped predicting what product will be panic-bought next, people would stop hoarding random stuff and getting arrested at the supermarket. #Covid_19 #ToiletPaperEmergency #coronavirus",46903,"UK","13/03/2020","Extremely Negative"
"1952",1952,"CONSUMER CASTING CALL - what do your store shelves look like as you shop for #coronavirus supplies? https://t.co/bAerog5xUY",46904,"UK","13/03/2020","Positive"
"1953",1953,"The empty shelves of fruits-vegetables-breads-cereals in a @LidlBelgium store in #Leuven clearly depicts the rush and an urgency of people to self quarantine themselves to contain the spread of #Covid_19. Don't panic! @LidlBelgium is always there for your grocery support! ?? https://t.co/si0nkFAzh4",46905,"UK","13/03/2020","Positive"
"1954",1954,"Stock up food water everything you need...Marshall Law is on its way yall.. Trump just shook hands with a Brazilian man who is positive.. He needs to be tested #coronavirus",46906,"UK","13/03/2020","Positive"
"1955",1955,"Didn't think we would ever face a zombie movie kinda in real life. Grocery store shelf's empty, No ppl in the tram, ppl covering their faces with masks, and the best part roads are empty. #Covid_19 #ZombieApocalypse",46907,"UK","13/03/2020","Positive"
"1956",1956,"COVID-19 might be presenting online shopping platforms their greatest opportunity.",46908,"UK","13/03/2020","Extremely Positive"
"1957",1957,"The Coronavirus is doing more for this Country than any President! Lowering Airline Prices, Gas Prices, Free Sick Days from work/school, &amp; less traffic





#Covid_19 for President 2020.


Dont Forget to Vote Y'all!





#EmergencyUBI #Medicare4All #EmergencyUBI #EmergencyUBI #EmergencyUBI",46909,"USA","13/03/2020","Negative"
"1958",1958,"Collins Food advises ASX that a KFC staff member has contracted COVID 19 - stock is down 15% this afternoon: https://t.co/UaQ3JyQ7Na",46910,"UK","13/03/2020","Neutral"
"1959",1959,"This grocery store reminds me of a college bar at last call; pickings are slim but nobody wants to go home empty handed. #coronavirus #Covid_19 #panicbuying #QuarantineAndChill",46911,"UK","13/03/2020","Negative"
"1960",1960,"A ""consumer reminder/tip"": no need to push/shove for access to the hand soap section. Go three isles over to the dishwashing soap section and buy the same product for less. Let's be smart and stay calm out there. #Covid_19 #coronapocalypse #CoronaOutbreak",46912,"UK","13/03/2020","Extremely Positive"
"1961",1961,"I went shopping today and the part of town the supermarket is in has a lot of SE Asian people living nearby, so obvs using the same shop. The racism and ingnrance I heard and witnessed is 1 of the byproducts of this bullshit I cant handle! #Covid_19 #coronavirus #CoronaOutbreak",46913,"UK","13/03/2020","Extremely Negative"
"1962",1962,"I work in retail I understand people need food but something is going to have to b done because everyone is in the store young and old. Need to look after the staffs health aswell as the public #Covid_19",46914,"UK","13/03/2020","Neutral"
"1963",1963,"Sporting events, broadway shows, and schools getting closed....travel being restricted....Fill the time by shopping online @ https://t.co/Rn0ahKZQKS   #Covid_19  #decor


#cottage #lamps #carpets  #furniture #NHL #NBA #JUNOS https://t.co/uRo4x6nuTm",46915,"UK","13/03/2020","Negative"
"1964",1964,"So, I just ran out and spent another $50 on stuff I might or might not need at the grocery store. #coronavirus",46916,"UK","13/03/2020","Neutral"
"1965",1965,"With a news of #CoronaOutbreak there's been intolerable &amp; scandalous increase in prices of surgical masks on @amazonIN and @Flipkart. In time of fighting together @amazonIN @Flipkart please restrain yours sellers doing malign buisness @drharshvardhan @MoHFW_INDIA #COVID2019",46917,"UK","13/03/2020","Negative"
"1966",1966,"Impact of #Covid_19, fall in #Crude prices and #YesBank crisis on #markets is short term. Consider each dip as an opportunity to buy. 


To know more, read this article from our Equity Desk. 


https://t.co/B0Y8mUlGFr


@arjungn80 @skrishnakumar66 @ajitnarasimhan @MD_SundaramMF",46918,"UK","13/03/2020","Negative"
"1967",1967,"In addition to health care professionals, shout out to all the grocery store workers who are working non-stop. #Covid_19",46919,"UK","13/03/2020","Positive"
"1968",1968,"I was at the grocery store this morning at 6:30. Surprisingly crowded. No meat. No chicken. No beef. No pork. Got toilet paper though, so it was totally worth it. #happyfridaythe13th #Covid_19",46920,"UK","13/03/2020","Negative"
"1969",1969,"When I went to the grocery store earlier, I expected the toilet paper aisle to be barren, but the water aisle?!? Why? Nobody needs a pallet or gross of anything. Just use common sense people. #Covid_19 #coronavirus",46921,"UK","13/03/2020","Extremely Negative"
"1970",1970,"#Covid_19 


Intense grocery store lines in New York City &amp; elsewhere as people prepare for what could be a long stretch at home.The global pandemic has affected various aspects of life in the US reveals the unique nature of this crisis .


#CoronaVirusPakistan 


#CoronaOutbreak https://t.co/lz45S5f5Je",46922,"UK","13/03/2020","Extremely Negative"
"1971",1971,"Riddle me this, Batman... Why would you buy 20 Glasses of Pasta Sauce when the supermarket is out of pasta? #Covid_19 #FckCorona #CalmDown",46923,"UK","13/03/2020","Neutral"
"1972",1972,"Can you imagine if one person in this supermarket has #Covid_19 and sneezes or coughs, touches anything.. panic will get most of you getting it because you all rush to a public space in the name of shopping #coronaInkenya #coronavirusinKenya #CoronaVirusUpdate #KOT https://t.co/lvJB447OI9",46924,"UK","13/03/2020","Negative"
"1973",1973,"Stock up on food and cleaning supplies and stay home #Coronavirus",46925,"UK","13/03/2020","Neutral"
"1974",1974,"Hope nobody in Chicago needs beans, tuna, rice, bread, toilet paper or paper towels cuz  this was the paper products aisle today at the local grocery store  #coronapocalypse #coronavirus #TrumpVirus #Trump #WorstPresidentEver #MAGA #KAG #ImpeachTrumpAgain https://t.co/fU40ux4n6f",46926,"UK","13/03/2020","Positive"
"1975",1975,"Day 1 of #coronapocalypse. Reporting from Alexandria, VA. Today I went to urgent care, a grocery store, and the pharmacy. Urgent care was empty (I was the only patient) and the stores were crazy packed. #Covid_19",46927,"USA","13/03/2020","Extremely Positive"
"1976",1976,"During this time of uncertainty, I really want to just thank those working that coffee stand and that grocery store. You don't get the luxury of working from home but yet your jobs maintain some semblance of normalcy for other people. #Covid_19",46928,"USA","13/03/2020","Positive"
"1977",1977,"Boyfriend did the grocery store rounds today. I'm going to go stock up on cat food &amp; litter tonight. Preparing for anything, really. ???? #COVID19 #coronavirus",46929,"UK","13/03/2020","Neutral"
"1978",1978,"@MaddowBlog You know, we've got a lot of empty supermarket buildings, closed up malls, and other vacant buildings a such in this country. Why not appropriate these spaces for possible quarantine sites, Covid-19 testing centers, or emergency response HQ's.",46930,"UK","13/03/2020","Negative"
"1979",1979,"New Jersey has 21 new cases of #Covid_19 confirmed. 50 cases total as of this moment.


NJ is also suspending any cut off of it's utilities notices. NJ is also awarding SNAP benefits to receive an extra 1/2 months of benefits so they can stock up on food items. 


Thank you, NJ.",46931,"UK","13/03/2020","Extremely Positive"
"1980",1980,"The government: Avoid large crowds. 





Us: lets all meet up at the grocery store!





#coronavirus #coronapocalypse #CoronaOutbreak #Covid_19 #CoronavirusPandemic",46932,"UK","13/03/2020","Negative"
"1981",1981,"Latest from ?@AdobeInsights? on how peoples digital lives are being affected by #COVID19





How COVID-19 Is Impacting Online Shopping Behavior | Adobe Blog https://t.co/rIrkd59tFM",46933,"UK","13/03/2020","Negative"
"1982",1982,"As a joke, I was going to post a pic of a roll of TP captioning it yours for the low price of $100 but ppl are actually doing this for real. This panic buying is going to drive prices way up. We all need to calm down, no more panic buying #covid19Canada #panicbuying #Covid_19",46934,"UK","13/03/2020","Extremely Negative"
"1983",1983,"@KyleBrandt The Corona Tough Guys will be the same ones trying to cut long lines at the ER and starting fights at the supermarket. 





An idea to limit hospital over crowding: Anyone still spreading its just the flu, toughen up type messaging is n",46935,"UK","13/03/2020","Extremely Negative"
"1984",1984,"Ive stockpiled 120 days of food &amp; water. As Im of limited means, it wasnt easy. I should be able to ride out Covid-19.





1 problem, My neighbors are elderly people &amp; families of modest means. What kind of Christian would turn their back on these people? https://t.co/rARjfr7xgU",46936,"USA","13/03/2020","Negative"
"1985",1985,"Not thrilled about the craziness at the stores however I am liking these gas prices in Columbia, SC #lowgasprices #Covid_19 https://t.co/y16UUPpW9E",46937,"USA","13/03/2020","Negative"
"1986",1986,"With the #Coronavirus spreading, please take precaution when buying products. Scammers are taking this opportunity to pose as brands, products or people looking to steal your money. Visit https://t.co/2hi7jIilc3 to learn more.  @LStarLegal https://t.co/HMIWnUcgg6",46938,"USA","13/03/2020","Positive"
"1987",1987,"Stop buying all the toilet paper.





Stop stockpiling groceries and household supplies. 





There's no shortage if everyone only takes what they need.





#coronavirus #COVID_19 #COVID19 





https://t.co/FBICGkVrWC",46939,"UK","13/03/2020","Extremely Negative"
"1988",1988,"Let me check flight prices, I personally dont fear #Covid_19 ke flu nyana daideng",46940,"UK","13/03/2020","Extremely Negative"
"1989",1989,"BROOKLYN! This Key Food has MANY of the EPA approved #Covid_19 cleaners in stock. https://t.co/UFAZj8lseN",46941,"USA","13/03/2020","Positive"
"1990",1990,"China has announced its Labor Day holiday this year will last for five days, as opposed to four days in 2019 and three days in 2018. Analysts say local tourism and online shopping will dominate holiday consumption amid the #COVID-19 epidemic. https://t.co/j3cnol0HaP https://t.co/ji4zyJmb9B",46942,"UK","13/03/2020","Positive"
"1991",1991,"Crowe's Gala in Sixmilebridge have implemented a quota on baby food ""in interest of fairness"". The shop has received an additional stock on Calpol and baby food.  https://t.co/BjoPtfYgvX #Covid19",46943,"UK","13/03/2020","Positive"
"1992",1992,"#Coronavirus got you down? 


Do you have 401k statement jitters?


Maybe you're stuck in a long line at the grocery store? Or you're out prowling the streets for toilet paper? 





Well, forget all that because we announced our next guest... check it out! https://t.co/HV6J2ZTVHT",46944,"UK","13/03/2020","Negative"
"1993",1993,"This is crazy, supermarket employees are telling about fist fights and being threatened by shoppers over stock...


#Covid_19 


#ZombieApocalypse https://t.co/owmnogTJv1",46945,"UK","13/03/2020","Extremely Negative"
"1994",1994,"They just closed every school in my County until April 13th. Another day passed and I didn't go to the grocery store because I heard all the shelves in the stores were bare.  Over it. #COVID2019 #TompkinsCountyNY",46946,"UK","13/03/2020","Neutral"
"1995",1995,"Via @NYDailyNews, U.S. stock exchanges experienced historic drops March 12 despite a $1.5 trillion cash infusion from the Federal Reserve: https://t.co/5oVgaYlvRJ #coronavirusoutbreak #coronavirus #food #foodindustry #economics #federalreserve #foodinstitute",46947,"UK","13/03/2020","Neutral"
"1996",1996,"The grocery store was out of every frozen vegetable except okra. Ive never related to a vegetable more than in that moment. #Covid_19 #coronavirus",46948,"USA","13/03/2020","Neutral"
"1997",1997,"Wegmans, Shoprite, other retailers limit some purchases as coronavirus panic-buying hits Lehigh Valley   #Covid_19 


https://t.co/8T0nLP3wpx",46949,"UK","13/03/2020","Negative"
"1998",1998,"I went to the grocery store today just to get my normal groceries and people were crawling over each other, yelling at each other, and being overall extremely rude to the staff, all due to #Covid_19. If this is what we can expect going forward, Im going to root for the virus.",46950,"UK","13/03/2020","Negative"
"1999",1999,"Went to the grocery store today... panic shopping was so big @Walmart opened a 2nd register. #Covid_19 #coronavirus",46951,"UK","13/03/2020","Negative"
"2000",2000,"https://t.co/1KWpjIeAal


Allaying the concerns of some residents who are rushing to stores for panic buying, the ministry has released statement for the citizens on the stocks available. 


#CoronavirusPandemic #CoronaOutbreak #Covid_19 #Qatar #QatarLiving #Qatarnews",46952,"UK","13/03/2020","Negative"
"2001",2001,"So the country were I live is closing everything expected for supermarket and pharmacies during 2 weeks starting from tomorrow because of the #Covid_19",46953,"UK","13/03/2020","Neutral"
"2002",2002,"If you have the budget to stock up on food -- potentially having a pantry that can feed you all for weeks, a month, or longer, please think about others in the US who cannot afford to stock up.





You can help by buying extra to donate to food banks ASAP -- https://t.co/bGF095mNIW",46954,"UK","13/03/2020","Extremely Positive"
"2003",2003,"This not the time to act selfish , don't go buying half of the grocery store just cause you are panicking. We are all together in this. 





#coronavirus #Covid_19 #TogetherWeAreBulletproof",46955,"UK","13/03/2020","Extremely Negative"
"2004",2004,"Government NOW controls all sports,concerts,colleges, whether U can leave house, depleted all toilet paper, food. controls all travel. See how easy it was? Panic, hysteria complete control of whole world over a virus. All freedom gone overnight. #Covid_19 #CoronavirusPandemic",46956,"USA","13/03/2020","Positive"
"2005",2005,"I live in Italy where currently we are not allowed to leave our houses except for the supermarket and I already witnessed a lot of rudeness and selfishness among the people. I pray that people realize that the most important thing now is empathy and helpfulness





#Covid_19 #Corona",46957,"UK","13/03/2020","Positive"
"2006",2006,"I'm in the grocery store. Baby wipes are almost gone. Please save baby wipes for babies!  #coronavirus Da Baby #COVID2019 #COVID19 #coronapocalypse #CoronaOutbreak",46958,"UK","13/03/2020","Extremely Positive"
"2007",2007,"Friday evening funny ? 


(And seriously I want to thank ALL healthcare, grocery store and service industry workers working hard 24/7 ??????)


#Covid_19 


#FridayVibes 


#FridayThe13th https://t.co/B7C7UsIPqM",46959,"UK","13/03/2020","Positive"
"2008",2008,"#Covid_19 Settle down people. Saw this at my grocery store just now. #TraderJoes needs to post this on their front door. #COVID19US https://t.co/pI8xrHRgo8",46960,"USA","13/03/2020","Neutral"
"2009",2009,"COVID-19 has me shopping online for home delivery. SAVE with Rakuten &amp; earn cash back!!  I love getting Cash Back and think you will too! Join for free and get $10 when you spend $25.  https://t.co/rqvblxbGKA",46961,"UK","13/03/2020","Extremely Positive"
"2010",2010,"I am in the Italian city farthest from the sea and as every day the local supermarket got fresh fish and seafood today (except for lobsters). #Italy #Covid_19 https://t.co/5HeBWzuHIM",46962,"UK","13/03/2020","Positive"
"2011",2011,"remember that burrito chain w/the $350 stock the 1 that couldn't properly contain e-coli? &amp; only now w/#Covid_19 have they changed their tune, it's time gov close fast food down or #mandate #sick #leave now! cc: @ChipotleTweets | https://t.co/vRSefbyGuE",46963,"UK","13/03/2020","Neutral"
"2012",2012,"My wife came back from the grocery store with rice &amp; coconuts so we should be good. #Covid_19 #Survivor https://t.co/cXiercMChC",46964,"UK","13/03/2020","Positive"
"2013",2013,"As expected, got my first email from local grocery store that express pick up is experiencing higher than usual demand. This will be the norm for quite some time now. #Covid_19",46965,"UK","13/03/2020","Negative"
"2014",2014,"Tommorow all bars have to close in Belgium ??. So what do they do tonight? Organizing #lockdown parties with reduced beer prices! #crazy #insane #COVID2019 #CoronaOutbreak #COVID19BE",46966,"UK","13/03/2020","Positive"
"2015",2015,"This Friday the 13th is a nightmare for supermarket employees. People are panic buying a day after Duterte announced an NCR lockdown. Carts are filled w/ all sorts of noodles. I guess these Metro Manila residents will be on pancit canton/bihon diet for a month #Covid_19 https://t.co/33Bw2ZKnds",46967,"UK","13/03/2020","Negative"
"2016",2016,"Items such as toilet roll, tinned food &amp; hand sanitiser have been disappearing from supermarket shelves.





The gov have told us supply chains are robust, and warned that panic buying could create problems.





Experts joined us to talk about this issue.





https://t.co/LaOkxUJS7u",46968,"UK","13/03/2020","Negative"
"2017",2017,"Switzerland is not doing enough as retail, post, banks, grocery store, convenient outlets, publ. transport. operate as normal.  No protection of their workers and its customers.  Meanwhile, the COVID-19 is on its race track.  @grunliberale Shouldn't a popular party get the grit!",46969,"UK","13/03/2020","Positive"
"2018",2018,"Anyone with information about price-gouging call (800) 432-2310 to request a paper complaint form be sent by mail or file a complaint with the Attorney Generals Consumer Protection Division online at https://t.co/rkzAxkoVDg #coronavirus #panicbuying #Covid_19 #kansas",46970,"UK","13/03/2020","Negative"
"2019",2019,"People that are panic buying are just falling into another world gone mad phases.





This weeks shopping food, I got one or two extra bits but not overboard like Im seeing online! ?? #Covid_19",46971,"UK","13/03/2020","Extremely Negative"
"2020",2020,"Scenes from inside my local supermarket, scary #CoronavirusPandemic #Covid_19 #COVID_19uk #Fallout https://t.co/H82yoAa7Rh",46972,"UK","13/03/2020","Negative"
"2021",2021,"Trader Joes is the retail space at my work &amp; there is an hour and a half wait just to ENTER their mostly empty store... #coronavirus ?",46973,"UK","13/03/2020","Negative"
"2022",2022,"Gas prices dropping and airline tickets practically free. Yet everything that would be fun to see or do is cancelled. #coronavirus #Covid_19 #panic #fml",46974,"USA","13/03/2020","Extremely Positive"
"2023",2023,"based on reports grocery store reports, Im doomed! Wife not dooms day prep-per, usually keeps enough food for next 24hrs ?#Covid_19",46975,"UK","13/03/2020","Negative"
"2024",2024,"I hope when this #Covid_19 is under control that we all might consider that millions live with fear of untreatable disease all there life...and dont have a supermarket for handwash toilet roll &amp; pasta. Maybe this is a wake up call for all of us. No human deserves this ???",46976,"UK","13/03/2020","Negative"
"2025",2025,"Went shopping at 7:15 am and Im so glad I did ?? like this #coronavirus I dont know what to expect and I rather be safe then sorry next week I also ordered more wine online because the 2 boxes of wine might not be enough https://t.co/MAGVE9BSN6",46977,"UK","13/03/2020","Extremely Positive"
"2026",2026,"#BREAKING: Ontario's chief medical officer Dr. David Williams says to ""avoid all non-essential travel outside of Canada"" and the ""immediate suspension"" of all gatherings over 250 people because of the risks of #COVID19.  https://t.co/jzd9qgOyeh",46978,"UK","13/03/2020","Negative"
"2027",2027,"Just went to the supermarket





Full of food





10 people max 





Easy





What's wrong with where you dweebs live? 





#Covid_19",46979,"UK","13/03/2020","Negative"
"2028",2028,"The #Covid_19 continues to spread, the travel industry takes a hit! Major Airlines drop #ticket prices by significant amounts.",46980,"UK","13/03/2020","Negative"
"2029",2029,"Coronavirus: EasyJet waives change fees as flights are cancelled:





Flexible policy applies until further notice





https://t.co/EMt4oYDhoF",46981,"UK","13/03/2020","Neutral"
"2030",2030,"The global spread of the #COVID_19 pandemic and the accompanying sluggish market demand will limit the growth of #memory prices in 2H20, with #NAND_Flash prices potentially going into a decline !


https://t.co/yodpIht5mC


cc: @vladsavov @natashakhanhk @IanKingSky @LeenaRao @scurtsy",46982,"UK","13/03/2020","Negative"
"2031",2031,"#Covid-19 what is the flip side? Is physical shopping coming down and #ecommerce ommerce picking up? Online e-retailers will leverage this situation to their advantage, and it will be a sensible thing to do. 





https://t.co/umS0Tklb34",46983,"UK","13/03/2020","Positive"
"2032",2032,"@rte @rtenews Very clear and concise, brilliant information. I was at the supermarket at lunchtime and it is being treated like a holiday, children everywhere running around playing with each other in the aisles.  Parents need to take personal responsibil",46984,"UK","13/03/2020","Extremely Positive"
"2033",2033,"We may have no food because we have no space to hoard tinned tuna. But we have 48 extra long rolls of recycled toilet paper. #DownUnder #loorollshortage #covid_19


.


.


.


TBH we were not buying out of panic it's our https://t.co/jH52BlGif4",46985,"UK","13/03/2020","Extremely Negative"
"2034",2034,"Tulkoff is committed to taking the necessary safety to precautions to limit the spread of COVID-19. Therefore, we have temporarily suspended retail sales via our online store. We apologize for any inconvenience this may cause &amp; will keep you updated on the status of our store. https://t.co/BkAloYzjJg",46986,"UK","13/03/2020","Negative"
"2035",2035,"In the chaos at the grocery store, I just saw a guy buy 20 2 liters of Diet Pepsi. #Covid_19",46987,"UK","13/03/2020","Negative"
"2036",2036,"Say it isnt so @ShopprsDrugMart!





#ShoppersDrugMart hikes prices beyond belief amid #coronavirus #pandemic https://t.co/bMOhv15Ng9 #Toronto #Ontario #Canada #ShoppersDrugMart #TP #COVID19 #COVID2019 #CoronavirusPandemic





@blogTO 





https://t.co/bIOzcUS2pB https://t.co/2KwdnHCUfk",46988,"UK","13/03/2020","Neutral"
"2037",2037,"#sriLankans making personal supermarket at home by buying everything in markets?no rice to buy in near local or supermarket when we ask why they said people brought 10-12 kilos due to #Covid_19 fear, seriously still only 2 cases y'all act like 200 infected, stupid as it best????? https://t.co/mw160vOe0C",46989,"UK","13/03/2020","Extremely Negative"
"2038",2038,"At first, I'll be honest I wasn't worried at all. Now after visiting the grocery store, seeing people panic and everybody with sanitizing wipes in their hand, I'm now beginning to fear #Covid_19.  #CoronaVirus #TysTakeToday",46990,"UK","13/03/2020","Negative"
"2039",2039,"My last day of consumer lending training better not get cancelled tomorrow. #Covid_19",46991,"UK","13/03/2020","Positive"
"2040",2040,"@Johnson4Dallas @CityOfDallas It just takes 1 person at a party or a grocery store. But banning large gatherings is a start. Thank you. This virus is airborne and stays on surfaces so start cleaning the city like China and South Korea did. #dallas #dallas",46992,"UK","13/03/2020","Extremely Positive"
"2041",2041,"We're concerned...please help us support our local businesses, many of whom have online shopping platforms. We will get through this!!


#CoronavirusPandemic #coronavirus #COVID2019 #Bellingham #pnw #localbusiness #ShopLocal https://t.co/c7FXyUEJZs",46993,"UK","13/03/2020","Extremely Positive"
"2042",2042,"COVID-19 isn't the only thing altering shopping habits. Interesting article about how consumer behaviour is changing thanks to technology.





#shopping #technology #fintech 





https://t.co/sHGaxZN78J",46994,"UK","13/03/2020","Extremely Positive"
"2043",2043,"How many @amazon warehouse workers die before they stop shipping stuff? How many of us will get #Covid_19 from the virus being transmitted by our deliveries? I wonder this but I'll probably keep ordering stuff to avoid going out to the store &amp; because consumer therapy is a thing.",46995,"UK","13/03/2020","Extremely Negative"
"2044",2044,"In times of crisis like #coronavirus I cant believe ppl are exploiting the public by marking up prices on masks and sanitizers! RIDICULOUS! This is how we are being governed! Everything is just about money !",46996,"UK","13/03/2020","Extremely Negative"
"2045",2045,"On a serious note tho, why the hell are us guys having to go into work still and just casually deal with returns and customers in a retail workplace?? Like it genuinely makes sense to close down every shop/store except supermarkets for a while. #CoronaVirus",46997,"UK","13/03/2020","Negative"
"2046",2046,"@dexcom G6 integration enables insights from @Welldoc BlueStar, @Apple's rumored video #workout app





Also --&gt; #Consumer survey suggests declining #digitalhealth engagement; Iran's #Covid_19 app pulled from Play Store after #malware accusations


ht",46998,"UK","13/03/2020","Extremely Positive"
"2047",2047,"PSA: Despite the pandemic declaration &amp; increasing #Covid_19 cases in ?? there's no reason at all to panic (and stock up on food &amp; tissues)





Just keep calm &amp; follow the guidelines laid out by @KKMPutrajaya ?Always practice good hygiene &amp; avoid large/public gatherings if unwell https://t.co/Z71KcpAHvs",46999,"UK","13/03/2020","Negative"
"2048",2048,"Hey @realDonaldTrump you are creating a #CHAOS with the misinformation of #Covid_19 people is most easily to get sick of #stress than the #coronavirus they are leaving all supermarkets empty! Because of the fear!!? The #USA #Government has to STOP IT! @JoeBiden @BernieSanders",47000,"UK","13/03/2020","Extremely Negative"
"2049",2049,"As more people are being asked to self-isolate, theyre experiencing a big lifestyle shift. Last week we mentioned that companies offering fast home delivery - like Amazon - and home entertainment - like Netflix - had seen an increase in their stock prices. THREAD (2/6) #Covid_19",47001,"UK","13/03/2020","Extremely Positive"
"2050",2050,"I have never seen the parking lot of my neighbourhood grocery store full at 1028pm #Covid_19",47002,"UK","13/03/2020","Neutral"
"2051",2051,"We've stuck all of our Covid-19 stories in one place including share prices reactions, data on previous pandemic products and cost estimates. We will update as our coverage continues. (Via @Vantageanalysis, @evaluatepharma data) #coronavirus https://t.co/qUE52T33k2",47003,"UK","13/03/2020","Positive"
"2052",2052,"#Covid_19 #CoronavirusPandemic #CoronaOutbreak #TrumptheWorstPresidentEVER #coronavirus #BernieSanders @BernieSanders should drop out #2020election it's not time4 Revolution @JoeBiden is ready2day 2 lead. Ralph's grocery  store in Sherman Oaks CA 3/12/20 @KHOU @MSNBC @NYGovCuomo https://t.co/cKphn3OAUl",47004,"UK","13/03/2020","Negative"
